Inventario;Autore;Ambito culturale;Datazione;Titolo-soggetto;Materiali;Immagine;lsreferenceby
859;;;XVII secolo;Legatura a intarsi a le Gascon su Psalmi/ Proverbia/ Ecclesiastes/ Canticum Canticorum/ Sapientia/ Ecclesiasticus;marocchino/ legno;http://93.62.170.226/foto/859.jpg;http://www.palazzomadamatorino.it/it/node/24393
0196/LE;;;XVIII secolo;Legatura a pizzo su Giambattista Vicini;marocchino;http://93.62.170.226/foto/LE196.jpg;http://www.palazzomadamatorino.it/it/node/18632
0247/LE;;arte piemontese;XVII secolo;Legatura ad armi della principessa Giuseppina di Lorena Armagnac su Gulielmii Budaei;pelle grassa;http://93.62.170.226/foto/LE247.jpg;http://www.palazzomadamatorino.it/it/node/17573
0251/LE;;;XVII secolo;Legatura ad armi non identificate su Justus Lipsus;pelle;http://93.62.170.226/foto/LE251.jpg;http://www.palazzomadamatorino.it/it/node/17577
0065/LE;;Madrid;XIX secolo;Legatura alle armi di Amedeo I di Savoia re di Spagna;Velluto di seta tagliato unito impresso;http://93.62.170.226/foto/LE65.jpg;http://www.palazzomadamatorino.it/it/node/16881
0195/LE;;arte tedesca;XVIII secolo;Legatura alle armi di Carlo Teodoro maestro dell'Ordine di Sant'Uberto;marocchino;http://93.62.170.226/foto/LE195bis.jpg;http://www.palazzomadamatorino.it/it/node/18631
0243/LE;;;fine XVI secolo;Legatura alle armi Farnese su Vittorio Carcano;pergamena;http://93.62.170.226/foto/LE243.jpg;http://www.palazzomadamatorino.it/it/node/17569
0192/LE;;;XVII secolo;Legatura alle armi medicee su manoscritto con composizioni poetiche arcadiche;marocchino;http://93.62.170.226/foto/192LE.jpg;http://www.palazzomadamatorino.it/it/node/18628
0231/LE;;arte toscana;XVII secolo;Legatura alle armi medicee su Paolo Olivesi;pelle;http://93.62.170.226/foto/LE231.jpg;http://www.palazzomadamatorino.it/it/node/17047
0181/LE;;arte piemontese;XVIII secolo;Legatura alle armi sabaude su Anton Maria Carlevalis;marocchino;http://93.62.170.226/foto/LE181.jpg;http://www.palazzomadamatorino.it/it/node/18617
0049/LE;;Torino;XIX secolo;Legatura alle armi sabaude su Attila. Dramma lirico;pelle;http://93.62.170.226/foto/49LE.jpg;http://www.palazzomadamatorino.it/it/node/16866
0101/LE;;Torino;XIX secolo;Legatura alle armi sabaude su La gazza ladra melodramma musicato da Gioacchino Rossini;pelle;http://93.62.170.226/foto/LE 101.jpg;http://www.palazzomadamatorino.it/it/node/16915
0175/LE;;Torino;XVIII secolo;Legatura alle armi sabaude su Reflexions sur la Theorie e la Pratique de l'Education contre les principes de M. Rousseau;vitello;http://93.62.170.226/foto/LE175.jpg;http://www.palazzomadamatorino.it/it/node/18611
0245/LE;;;XVII secolo;Legatura alle armi su Jean Etienne Duranti;marocchino;http://93.62.170.226/foto/LE245.jpg;http://www.palazzomadamatorino.it/it/node/17571
949;;;XIX secolo;Legatura alle armi su Lorenzo Renaldi/  Elogio funebre;Velluto di seta tagliato unito/ impresso e dorato;http://93.62.170.226/foto/949.jpg;http://www.palazzomadamatorino.it/it/node/24405
0038/LE;;arte siciliana;XIX secolo;Legatura alle armi su Notiziario del Regno di Sicilia per l'anno 1805;vitellino;http://93.62.170.226/foto/38LE.jpg;http://www.palazzomadamatorino.it/it/node/16855
0213/LE;;;XVIII secolo;Legatura alle armi su P.G. Daniel/ Bazzana;;http://93.62.170.226/foto/LE213.jpg;http://www.palazzomadamatorino.it/it/node/17033
0083/LE;;;XVIII secolo;Legatura archivistica vuota con superlibros del 1649;pelle;http://93.62.170.226/foto/LE83.jpg;http://www.palazzomadamatorino.it/it/node/16899
0082/LE;;;XVIII secolo;Legatura archivistica vuota/  superlibros 1726;pelle;http://93.62.170.226/foto/LE82.jpg;http://www.palazzomadamatorino.it/it/node/16898
0239/LE;;arte genovese;XVII secolo;Legatura bolognese su manoscritto cartaceo con l'elenco di magistrati;pelle;http://93.62.170.226/foto/239LE.jpg;http://www.palazzomadamatorino.it/it/node/17565
0457/M;;bottega francese;fine XVI - inizio XVII secolo;Legatura cinque-seicentesca su Heures a l'usage de Rome;pergamena/ xilografia/ tempera su pergamena;http://93.62.170.226/foto/M457bis.jpg;http://www.palazzomadamatorino.it/it/node/16332
0468/M;;Francia settentrionale;fine XIII - XIV secolo;Legatura con calendario liturgico;cuoio/ ottone/ inchiostro su pergamena;http://93.62.170.226/foto/0468M_Bbis.jpg;http://www.palazzomadamatorino.it/it/node/33828
0106/LE;;arte italiana;XIX secolo;Legatura con decoro alla piastra su Tommaso Grossi e Bartolomeo Sestini con astuccio;pelle;http://93.62.170.226/foto/106LE (2).jpg;http://www.palazzomadamatorino.it/it/node/16920
0093/LE;;arte genovese;XIX secolo;Legatura con le cifre coronate di Carlo Felice di Savoia su Ser Marcantonio/ dramma giocoso per musica;velluto di seta tagliato unito/ paillettes e filati argentati/ lamina metallica laccata;http://93.62.170.226/foto/LE93.jpg;http://www.palazzomadamatorino.it/it/node/16908
864;;;XIX secolo;Legatura con monogramma coronato e arma sabauda su Saint Francois de Sales;seta marezzata;http://93.62.170.226/foto/864.jpg;http://www.palazzomadamatorino.it/it/node/24401
865;;;XIX secolo;Legatura con monogramma coronato su Giovanni Spano;Taffetas marezzato e dipinto/ carta pressata e dorata;http://93.62.170.226/foto/865.jpg;http://www.palazzomadamatorino.it/it/node/24402
0104/LE;;arte siciliana;XIX secolo;Legatura d'almanacco su Calendario per l'anno 1811;pelle;http://93.62.170.226/foto/LE104Bbis.jpg;http://www.palazzomadamatorino.it/it/node/16918
0055/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi alle armi a pizzo su Reglement pour l'exercise de l'infanterie;marocchino;http://93.62.170.226/foto/55LE.jpg;http://www.palazzomadamatorino.it/it/node/16872
0074/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi alle armi di Vittorio Amedeo III su Leggi e Costituzioni di Sua Maesta';marocchino;http://93.62.170.226/foto/LE74&75.jpg;http://www.palazzomadamatorino.it/it/node/16890
0075/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi alle armi di Vittorio Amedeo III su Leggi e Costituzioni di Sua Maesta';marocchino;http://93.62.170.226/foto/LE74&75.jpg;http://www.palazzomadamatorino.it/it/node/16891
0091/LE;;Torino;XIX secolo;Legatura della Bottega dei Regi Archivi alle armi di Vittorio Emanuele I;pelle;http://93.62.170.226/foto/91LEBbis.jpg;http://www.palazzomadamatorino.it/it/node/16906
0155/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi alle armi sabaude;marocchino;http://93.62.170.226/foto/LE155.jpg;http://www.palazzomadamatorino.it/it/node/18591
0171/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi alle armi sabaude su Reglement pour les devoirs de l'infanterie;marocchino;http://93.62.170.226/foto/LE171.jpg;http://www.palazzomadamatorino.it/it/node/18607
0012/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi alle armi su Il corso delle stelle osservato dal pronostico moderno. Palmaverde. Almanacco piemontese;pelle;http://93.62.170.226/foto/12LE.jpg;http://www.palazzomadamatorino.it/it/node/16829
0054/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi di recupero su La Sibilla Celeste Effemeride;marocchino;http://93.62.170.226/foto/54LE.jpg;http://www.palazzomadamatorino.it/it/node/16871
0156/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su [Vassalli Eandi];pelle verde;http://93.62.170.226/foto/LE156.jpg;http://www.palazzomadamatorino.it/it/node/18592
0165/LE;;arte piemontese;XVIII secolo;Legatura della Bottega dei Regi Archivi su Benvenuto di S. Raffaele;vitello;http://93.62.170.226/foto/LE165.jpg;http://www.palazzomadamatorino.it/it/node/18601
0166/LE;;arte piemontese;XVIII secolo;Legatura della Bottega dei Regi Archivi su Benvenuto di S. Raffaele;vitello;http://93.62.170.226/foto/LE166.jpg;http://www.palazzomadamatorino.it/it/node/18602
0137/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Calendario per la Real Corte;marocchino;http://93.62.170.226/foto/137LE.jpg;http://www.palazzomadamatorino.it/it/node/18574
0134/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Calendario per la Real Corte;marocchino;http://93.62.170.226/foto/LE 134.jpg;http://www.palazzomadamatorino.it/it/node/18571
0130/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Calendario per la Real Corte;bazzana;http://93.62.170.226/foto/LE 130.jpg;http://www.palazzomadamatorino.it/it/node/18567
0145/LE;;;XVIII secolo;Legatura della Bottega dei Regi Archivi su Calendario per la Real Corte con astuccio;vitellino/ marocchino/ mica;http://93.62.170.226/foto/145LE (44LE).jpg;http://www.palazzomadamatorino.it/it/node/18582
0144/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Esercizi di cristiana pieta' con astuccio;pelle/ marocchino/ mica/ argento fuso e cesellato;http://93.62.170.226/foto/144LE (57LE).jpg;http://www.palazzomadamatorino.it/it/node/18581
0152/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Giambernardo Vigo/ Per le auguste nozze;pelle;http://93.62.170.226/foto/LE152.jpg;http://www.palazzomadamatorino.it/it/node/18588
0033/LE;;arte piemontese;XVIII secolo;Legatura della Bottega dei Regi Archivi su Giuseppe Antonio Scanzio;marocchino;http://93.62.170.226/foto/33LE.jpg;http://www.palazzomadamatorino.it/it/node/16850
0267/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Jean Croiset;marocchino;http://93.62.170.226/foto/LE267.jpg;http://www.palazzomadamatorino.it/it/node/17592
0126/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su La journe'e du chretien;marocchino;http://93.62.170.226/foto/LE126.jpg;http://www.palazzomadamatorino.it/it/node/18563
0028/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su La journe'e du chretien sanctifiee par la priere et la meditation;marocchino;http://93.62.170.226/foto/28LE.jpg;http://www.palazzomadamatorino.it/it/node/16845
0124/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su La journe'e du chretien sanctifiee par la priere et la meditation;marocchino;http://93.62.170.226/foto/LE 124.jpg;http://www.palazzomadamatorino.it/it/node/18561
0150/LE;;;XVIII secolo;Legatura della Bottega dei Regi Archivi su Libro di preghiere;pelle/ mica;http://93.62.170.226/foto/150LE.jpg;http://www.palazzomadamatorino.it/it/node/18586
0017/LE;;arte veneziana;XVIII secolo;Legatura della Bottega dei Regi Archivi su Officium Beatae Mariae Virginis;marocchino rosso;http://93.62.170.226/foto/17LE.jpg;http://www.palazzomadamatorino.it/it/node/16834
0177/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Saggio di poesie degli Uniti;pelle verde;http://93.62.170.226/foto/LE177.jpg;http://www.palazzomadamatorino.it/it/node/18613
0147/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Ufficio della Settimana Santa;pelle/ marocchino/ mica;http://93.62.170.226/foto/147LE.jpg;http://www.palazzomadamatorino.it/it/node/31427
0268/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Uffizio della B.V. Maria;marocchino;http://93.62.170.226/foto/LE268.jpg;http://www.palazzomadamatorino.it/it/node/17593
0111/LE;;Torino;XVIII secolo;Legatura della Bottega dei Regi Archivi su Uffizio di Maria Vergine;marocchino;http://93.62.170.226/foto/LE111.jpg;http://www.palazzomadamatorino.it/it/node/18636
0036/LE;;arte piemontese;XVIII secolo;Legatura della Bottega dei Regi Archivi su Uffizio di Maria Vergine;Marocchino/ argento fuso e cesellato;http://93.62.170.226/foto/36LE.jpg;http://www.palazzomadamatorino.it/it/node/16853
0168/LE;;arte piemontese;XVIII secolo;Legatura della Bottega dei Regi Archivi su Vittorio Amedeo Gioanetti;marocchino;http://93.62.170.226/foto/LE168.jpg;http://www.palazzomadamatorino.it/it/node/18604
0115/LE;;arte piemontese;XVIII secolo;Legatura della Bottega dei Regi Archivi su Vittorio Ludovico Cantone/ Tesi di laurea in medicina;marocchino;http://93.62.170.226/foto/LE115.jpg;http://www.palazzomadamatorino.it/it/node/18552
3289/DS;;;XVIII secolo;Legatura della seconda meta' del Settecento su manoscritto con Cronologia de cavalieri dell'Ordine dell'Annunziata;pergamena/ inchiostro su carta;http://93.62.170.226/foto/DS3289.jpg;http://www.palazzomadamatorino.it/it/node/4172
0184/LE;;;XVIII secolo;Legatura di dono alle armi di Carlo VI su Relation;velluto di seta tagliato unito/ filati serici/ filati dorati su imbottitura in carta;http://93.62.170.226/foto/LE184Bter.jpg;http://www.palazzomadamatorino.it/it/node/18620
0172/LE;;;XVIII secolo;Legatura di dono su Gianantonio Pedrini/ Giunon pronuba. Poemetto;marocchino;http://93.62.170.226/foto/LE172.jpg;http://www.palazzomadamatorino.it/it/node/18608
0064/LE;;arte fiorentina;XIX secolo;Legatura di dono su Imitazione di Gesu' Cristo;vitello;http://93.62.170.226/foto/LE64.jpg;http://www.palazzomadamatorino.it/it/node/16880
0257/LE;;;XVII secolo (?);Legatura dogale su manoscritto membranaceo;pelle/ legno;http://93.62.170.226/foto/LE257.jpg;http://www.palazzomadamatorino.it/it/node/25530
0007/LE;;Parigi;post 1514;Legatura d'uso su Josephus Judeus/ Opera;pergamena/ cartone;http://93.62.170.226/foto/LE7.jpg;http://www.palazzomadamatorino.it/it/node/16824
867;;;XIX secolo;Legatura editoriale di dono con monogramma coronato;pelle;http://93.62.170.226/foto/867.jpg;http://www.palazzomadamatorino.it/it/node/24404
0030/LE;;arte fiamminga;XVI secolo;Legatura fiamminga su Psalmorum liber/  Proverbia Ecclesiastes et cantica canticorum Salomonis.;Marocchino;http://93.62.170.226/foto/LE30bis.jpg;http://www.palazzomadamatorino.it/it/node/16847
0255/LE;;arte francese;XVI secolo;Legatura fiamminga su Quintus Asconius Paedianus e Antonio Luschi;vitello;http://93.62.170.226/foto/LE255.jpg;http://www.palazzomadamatorino.it/it/node/17581
0242/LE;;Torino;XVII secolo;Legatura francese ad armi attribuite tradizionalmente ai Lorena Armagnac (?) su Emanuel Tesauro;pelle;http://93.62.170.226/foto/LE242.jpg;http://www.palazzomadamatorino.it/it/node/17568
0211/LE;;arte francese;XVIII secolo;Legatura francese ad armi ecclesiastiche su Reflexions morales avec des notes sur le nouveau testament;vitello;http://93.62.170.226/foto/LE211.jpg;http://www.palazzomadamatorino.it/it/node/17031
0274/LE;;L'Aia;XVIII secolo;Legatura francese alle armi Carignano su Jean Rousset de Missy;vitello;http://93.62.170.226/foto/LE276.jpg;http://www.palazzomadamatorino.it/it/node/17599
0275/LE;;L'Aia;XVIII secolo;Legatura francese alle armi Carignano su Jean Rousset de Missy;pelle;http://93.62.170.226/foto/LE276.jpg;http://www.palazzomadamatorino.it/it/node/17600
0276/LE;;L'Aia;XVIII secolo;Legatura francese alle armi Carignano su Jean Rousset de Missy;vitello;http://93.62.170.226/foto/LE276bis.jpg;http://www.palazzomadamatorino.it/it/node/17601
0215/LE;;arte francese;XVIII secolo;Legatura francese alle armi di Eugenio di Savoia su Essais de morale;vitello;http://93.62.170.226/foto/215LE.jpg;http://www.palazzomadamatorino.it/it/node/17035
0232/LE;Chappelet Sebastian;;XVII secolo;Legatura francese alle armi di Luigi XIV su Nicolas Caussin;vitello;http://93.62.170.226/foto/232LE (2).jpg;http://www.palazzomadamatorino.it/it/node/17048
0249/LE;;;XVII secolo;Legatura francese alle armi su Ludovicus Lucius;vitello;http://93.62.170.226/foto/LE249.jpg;http://www.palazzomadamatorino.it/it/node/17575
0048/LE;;arte piemontese;XVIII secolo;Legatura francese alle armi su M. De Sacy;pelle;http://93.62.170.226/foto/48LE.jpg;http://www.palazzomadamatorino.it/it/node/16865
0039/LE;;Parigi;XVIII secolo;Legatura francese d'almanacco su trennes mignones curieuses et utiles;marocchino;http://93.62.170.226/foto/39LE.jpg;http://www.palazzomadamatorino.it/it/node/16856
0027/LE;;arte francese;XVIII secolo;Legatura francese su Abbe' Antonini;marocchino rosso;http://93.62.170.226/foto/27LE.jpg;http://www.palazzomadamatorino.it/it/node/16844
0022/LE;;arte francese;XVII secolo;Legatura francese su Barthelemy Cocles;vitello;http://93.62.170.226/foto/22LE.jpg;http://www.palazzomadamatorino.it/it/node/16839
0066/LE;Saconi Jacopo;arte francese;XVI secolo;Legatura francese su Biblia/ Lyon;pelle;http://93.62.170.226/foto/66LEbis.jpg;http://www.palazzomadamatorino.it/it/node/16882
0067/LE;;arte francese;XVIII secolo;Legatura francese su Essai des essais de Goldsmith;pelle;http://93.62.170.226/foto/67LE.jpg;http://www.palazzomadamatorino.it/it/node/16883
0244/LE;;arte francese;XVI secolo;Legatura francese su Guillaume Paradin;vitello;http://93.62.170.226/foto/LE244bis.jpg;http://www.palazzomadamatorino.it/it/node/17570
0237/LE;;arte francese;XVII secolo;Legatura francese su Jean Errard de Bar Le Duc;vitello;http://93.62.170.226/foto/237LE (2).jpg;http://www.palazzomadamatorino.it/it/node/17563
0089/LE;;;XVIII secolo;Legatura francese su La journe'e du Chretien;marocchino;http://93.62.170.226/foto/89LE.jpg;http://www.palazzomadamatorino.it/it/node/16904
863;;;XVIII secolo;Legatura francese su Le petit paroissien complet;marocchino;http://93.62.170.226/foto/863.jpg;http://www.palazzomadamatorino.it/it/node/24397
0241/LE;;;XVII secolo;Legatura francese su Le tableau de la Croix;pelle;http://93.62.170.226/foto/241LE.jpg;http://www.palazzomadamatorino.it/it/node/17567
0142/LE;;arte francese;XVIII secolo;Legatura francese su Ordinaire de la messe;marocchino;http://93.62.170.226/foto/LE142.jpg;http://www.palazzomadamatorino.it/it/node/18579
0220/LE;;;post 1516;Legatura in stile monastico su Ludovico Bicchieri/ Lectionum antiquarum libri sexdecim;pelle;http://93.62.170.226/foto/le220.jpg;http://www.palazzomadamatorino.it/it/node/17039
862;;;XVIII secolo;Legatura inglese su La Liturgie ou Formulaire;marocchino;http://93.62.170.226/foto/862.jpg;http://www.palazzomadamatorino.it/it/node/24394
0262/LE;;arte napoletana;XVII secolo;Legatura medina alle armi di Felipe Ramirez Nunez de Guzman duca di Medina de Las Torres su Antonio Caracciolo;pelle;http://93.62.170.226/foto/262LE.jpg;http://www.palazzomadamatorino.it/it/node/17587
0250/LE;;;XVII secolo;Legatura medina su Pandolfo Collenucio;pelle;http://93.62.170.226/foto/LE250.jpg;http://www.palazzomadamatorino.it/it/node/17576
0190/LE;;;XVII secolo;Legatura nuziale ebraica (?) a busta vuota;marocchino;http://93.62.170.226/foto/LE190.jpg;http://www.palazzomadamatorino.it/it/node/18626
0072/LE;;Amsterdam;post 1683;Legatura olandese di premio su Arriano/ Ars tattica;pergamena;http://93.62.170.226/foto/72LE.jpg;http://www.palazzomadamatorino.it/it/node/16888
0018/LIB;;;XIX secolo;Legatura ottocentesca su [Enea Silvio Piccolomini]/ Pio II Epistule;pergamena/ carta decorata;http://93.62.170.226/foto/LIB18bis.jpg;http://www.palazzomadamatorino.it/it/node/7569
0193/LE;;arte persiana;XVIII secolo;legatura persiana vuota;pelle/ legno;http://93.62.170.226/foto/LE193bis.jpg;http://www.palazzomadamatorino.it/it/node/18629
0210/LE;;arte francese;XVIII secolo;Legatura piemontese (?)/ su Reflections morales avec des notes sur le Epetre de S. Paul aux Romains;vitellino;http://93.62.170.226/foto/LE210bis.jpg;http://www.palazzomadamatorino.it/it/node/17030
0236/LE;;Torino;XVII secolo;Legatura piemontese alle armi a busta su manoscritto membranaceo;marocchino;http://93.62.170.226/foto/LE 236.jpg;http://www.palazzomadamatorino.it/it/node/17562
0277/LE;;Torino;XVIII secolo;Legatura piemontese alle armi della Citta' di Torino su Angelo Colombo;vitello;http://93.62.170.226/foto/LE277.jpg;http://www.palazzomadamatorino.it/it/node/17602
0164/LE;;arte piemontese;XVIII secolo;Legatura piemontese alle armi di Giovanni Bertetti di Buronzo;marocchino;http://93.62.170.226/foto/LE164.jpg;http://www.palazzomadamatorino.it/it/node/18600
0174/LE;;Torino;XVIII secolo;Legatura piemontese alle armi di Vittorio Amedeo III su Gioanni Brugnone;pelle;http://93.62.170.226/foto/LE174.jpg;http://www.palazzomadamatorino.it/it/node/18610
0163/LE;;arte piemontese;XVIII secolo;Legatura piemontese alle armi sabaude su Ambrogio da Lombez/ Trattato;marocchino;http://93.62.170.226/foto/LE163.jpg;http://www.palazzomadamatorino.it/it/node/18599
